person_income,person_emp_length,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,age_and_credHist
9.169518377455928,5.0,2,6.907755278982137,0,0.1,0,1,0,0,1,0,0,0,-1.42756341846437
9.169518377455928,1.0,3,8.612503371220562,1,0.57,0,0,0,0,0,1,0,0,-0.7815084270784154
9.20029003612268,2.0,1,7.824046010856292,1,0.25,0,1,0,0,0,0,0,1,-1.4275634184642727
9.210340371976184,6.0,4,7.3777589082278725,1,0.16,0,1,0,0,0,0,0,1,-1.2493236986235237
9.210340371976184,2.0,1,8.411832675758411,1,0.45,0,1,0,0,0,0,0,0,-1.4275634184642727
9.287301413112312,8.0,2,7.4673710669175595,1,0.16,0,0,0,0,1,0,0,0,-1.0767019648054343
9.30383071506352,0.0,1,7.313220387090301,0,0.14,0,1,0,0,0,0,1,0,-0.8984622449646852
9.305650551780507,3.0,5,8.428361977709622,1,0.42,1,0,0,0,0,0,0,1,-1.2493236986235237
9.305650551780507,0.0,1,7.24422751560335,0,0.13,0,1,0,0,0,0,1,0,-1.0154160628509645
9.340403256274351,5.0,3,8.294049640102028,1,0.35,1,0,0,0,1,0,0,0,-1.4275634184642727
9.351839934249883,5.0,2,7.600902459542082,1,0.17,0,1,0,0,0,1,0,0,-1.2493236986235237
9.392661928770137,5.0,1,7.824046010856292,1,0.21,0,1,0,0,1,0,0,0,-1.0710839787827748
9.392661928770137,4.0,2,7.824046010856292,1,0.21,0,1,0,0,0,0,0,1,-0.8984622449646852
9.392661928770137,2.0,5,7.4673710669175595,0,0.15,1,1,0,0,0,0,0,1,-0.8984622449646852
9.392661928770137,7.0,4,7.313220387090301,0,0.13,1,0,0,0,1,0,0,0,-1.1323698807372442
9.392661928770137,0.0,3,8.006367567650246,1,0.25,0,1,0,0,0,1,0,0,-0.7815084270784056
10.949928968875328,6.0,1,10.239959789157341,1,0.49,0,0,1,0,0,1,0,0,-1.3106096005779933
9.392661928770137,6.0,3,8.006367567650246,1,0.25,1,1,0,0,1,0,0,0,-1.2493236986235237
11.082142548877775,2.0,1,10.239959789157341,1,0.43,0,0,1,0,1,0,0,0,-1.1936557826917136
11.350406535472453,2.0,1,10.239959789157341,1,0.33,0,0,1,0,0,0,0,1,-0.6645546091921262
9.392661928770137,2.0,1,8.716044050161402,1,0.51,0,1,0,0,1,0,0,0,-0.6645546091921262
11.385092093460344,6.0,2,10.239959789157341,1,0.32,0,0,1,0,0,0,0,1,-1.1323698807372442
9.392661928770137,0.0,3,8.34283980427146,1,0.35,1,1,0,0,0,0,1,0,-1.0710839787827748
9.392661928770137,6.0,1,8.465899897028686,1,0.4,0,1,0,1,0,0,0,0,-1.3106096005779933
11.326644078388584,0.0,4,10.239959789157341,1,0.34,1,0,1,0,0,0,0,1,-0.7202225251239363
11.512925464970229,5.0,2,10.239959789157341,0,0.28,0,0,1,1,0,0,0,0,-0.7815084270784056
11.608235644774552,10.0,1,10.239959789157341,0,0.25,0,0,1,0,1,0,0,0,-0.8427943290328752
9.392661928770137,0.0,1,7.90100705199242,1,0.23,0,1,0,1,0,0,0,0,-0.4863148893513772
11.589886506106357,6.0,2,10.239959789157341,1,0.26,0,0,1,0,1,0,0,0,-0.9541301608964952
11.926358742727569,7.0,2,10.239959789157341,0,0.19,0,0,1,1,0,0,0,0,-1.1936557826917136
11.141861783579396,2.0,1,10.225571051705241,1,0.4,0,0,1,0,0,0,0,0,-1.0767019648054343
9.392661928770137,5.0,5,8.086410275323782,1,0.27,1,0,0,1,0,0,0,0,-1.2493236986235237
11.156250521031495,4.0,3,10.221941283654663,1,0.39,1,0,1,0,1,0,0,0,-1.1323698807372442
11.200950699949402,5.0,4,10.205442284274628,1,0.37,1,0,1,0,0,0,0,1,-0.8427943290328752
11.326595886778735,5.0,3,10.203592144986466,1,0.33,1,0,1,0,0,0,1,0,-1.0767019648054343
11.203665590531598,0.0,4,10.203592144986466,1,0.37,0,0,1,0,0,0,0,1,-0.8984622449646852
11.042921835724492,7.0,2,10.165851817003619,1,0.42,0,0,1,0,0,1,0,0,-1.1936557826917136
11.695247021764184,1.0,2,10.150347630467653,0,0.21,0,0,1,0,1,0,0,0,-1.0154160628509645
9.422220731011683,2.0,3,7.3777589082278725,0,0.13,0,1,0,0,0,1,0,0,-0.8984622449646852
11.002099841204238,0.0,2,10.145452858090925,1,0.42,0,0,1,0,0,0,0,1,-1.1323698807372442
11.326595886778735,7.0,2,10.138559674715612,1,0.3,0,0,1,0,1,0,0,0,-1.0154160628509645
9.441452092939569,4.631039864733043,1,7.600902459542082,1,0.16,0,0,0,0,0,0,1,0,-0.9541301608964952
9.441452092939569,3.0,3,7.4673710669175595,0,0.14,0,1,0,0,0,0,1,0,-0.7815084270784056
10.657259354912508,3.0,3,10.126631103850338,1,0.59,1,0,1,0,1,0,0,0,-1.2493236986235237
10.621327345686446,2.0,4,10.126631103850338,1,0.61,0,0,1,0,0,0,0,0,-0.8984622449646852
9.458449669308141,0.0,3,8.006367567650246,1,0.23,1,1,0,1,0,0,0,0,-0.6032687072376567
9.469622969906265,1.0,2,8.202482446576537,1,0.28,0,0,0,0,0,0,0,0,-0.8984622449646852
9.469622969906265,0.0,2,8.411832675758411,1,0.35,0,0,0,1,0,0,0,0,-0.7202225251239363
9.472396896788991,0.0,3,7.783224016336037,1,0.18,1,1,0,1,0,0,0,0,-1.1936557826917136
10.645424897265505,6.0,4,10.126631103850338,1,0.6,1,0,1,0,0,1,0,0,-1.3106096005779933
10.778956289890028,2.0,2,10.126631103850338,1,0.52,0,0,1,0,1,0,0,0,-0.4863148893513772
9.472396896788991,1.0,4,8.1886891244442,1,0.28,0,1,0,0,0,1,0,0,-0.7815084270784056
9.472396896788991,1.0,2,8.465899897028686,1,0.37,0,1,0,0,1,0,0,0,-1.1323698807372442
10.653959799715343,1.0,5,10.126631103850338,1,0.59,1,0,1,0,1,0,0,0,-0.7815084270784056
10.799575577092764,4.0,2,10.126631103850338,1,0.51,0,0,1,0,1,0,0,0,-1.4275634184642727
10.809000411238404,5.0,2,10.126631103850338,1,0.51,0,0,1,0,0,0,1,0,-1.1323698807372442
10.819778284410283,1.0,1,10.126631103850338,1,0.5,0,0,1,1,0,0,0,0,-1.0154160628509645
10.819778284410283,4.0,1,10.126631103850338,1,0.5,0,0,1,0,0,0,0,0,-0.9597481469191547
10.691944912900398,2.0,4,10.126631103850338,1,0.57,0,0,1,1,0,0,0,0,-1.0767019648054343
10.819778284410283,1.0,2,10.126631103850338,1,0.5,0,0,1,0,0,0,0,1,-0.8371763430102156
10.819858281210454,0.0,2,10.126631103850338,1,0.5,0,0,1,0,0,0,0,1,-1.3106096005779933
10.819858281210454,3.0,3,10.126631103850338,1,0.5,0,0,1,0,0,0,0,1,-1.1323698807372442
10.858998997563564,2.0,2,10.126631103850338,1,0.48,0,0,1,0,1,0,0,0,-0.9541301608964952
9.487972108574462,3.0,1,8.507142855562735,1,0.38,0,1,0,1,0,0,0,0,-0.8371763430102156
10.858998997563564,1.0,3,10.126631103850338,1,0.48,0,0,1,0,0,0,1,0,-1.1936557826917136
10.736396675471232,2.0,4,10.126631103850338,1,0.54,0,0,1,1,0,0,0,0,-0.4863148893513772
10.87804719253426,5.0,3,10.126631103850338,1,0.47,1,0,1,0,1,0,0,0,-0.9541301608964952
10.757902880692196,0.0,4,10.126631103850338,1,0.53,1,0,1,0,0,0,0,0,-0.8427943290328752
10.757902880692196,1.0,5,10.126631103850338,1,0.53,0,0,1,0,0,0,0,1,-1.1936557826917136
9.487972108574462,2.0,2,7.24422751560335,0,0.11,0,0,0,0,1,0,0,0,-0.8371763430102156
9.487972108574462,0.0,3,8.411832675758411,1,0.34,0,1,0,0,0,0,0,1,-1.0710839787827748
10.778956289890028,5.0,6,10.126631103850338,1,0.52,0,0,1,0,0,0,0,1,-0.8427943290328752
10.915015734297125,6.0,2,10.126631103850338,1,0.45,0,0,1,0,1,0,0,0,-0.9541301608964952
10.915088464214607,4.0,4,10.126631103850338,1,0.45,1,0,1,0,0,0,0,0,-0.7202225251239363
10.915088464214607,4.0,2,10.126631103850338,1,0.45,0,0,1,0,1,0,0,0,-1.0154160628509645
10.915088464214607,4.0,4,10.126631103850338,1,0.45,1,0,1,0,1,0,0,0,-1.0154160628509645
10.918065845594228,8.0,3,10.126631103850338,1,0.45,1,0,1,0,0,0,1,0,-0.7202225251239363
10.933106969717286,4.0,3,10.126631103850338,1,0.45,0,0,1,1,0,0,0,0,-0.8427943290328752
12.154779351142624,5.0,6,9.998797732340453,1,0.12,1,0,0,0,1,0,0,0,-1.0154160628509645
9.54108193388841,2.0,5,8.955448122347393,1,0.56,0,1,0,0,0,0,1,0,-0.8371763430102156
11.002099841204238,0.0,2,10.126631103850338,1,0.42,0,0,1,0,0,0,1,0,-0.8984622449646852
11.002099841204238,2.0,2,10.126631103850338,1,0.42,0,0,1,0,0,0,1,0,-0.8984622449646852
10.896739325546411,7.0,4,10.126631103850338,1,0.46,1,0,1,1,0,0,0,0,-0.8427943290328752
9.546812608597396,2.0,4,8.294049640102028,1,0.29,0,1,0,1,0,0,0,0,-1.0154160628509645
12.206072645530174,8.0,2,9.392661928770137,0,0.06,0,0,1,0,0,1,0,0,-1.0767019648054343
12.206072645530174,8.0,3,9.392661928770137,0,0.06,0,0,0,0,0,0,0,0,-1.0767019648054343
12.206072645530174,5.0,3,9.680344001221918,0,0.08,0,0,0,0,1,0,0,0,-1.0710839787827748
10.896739325546411,3.0,5,10.126631103850338,1,0.46,0,0,1,0,0,0,0,0,-0.6032687072376567
11.002099841204238,3.0,3,10.126631103850338,1,0.42,0,0,1,0,0,0,1,0,-1.0154160628509645
11.002099841204238,7.0,2,10.126631103850338,1,0.42,0,0,1,0,0,0,1,0,-0.8371763430102156
11.002099841204238,6.0,2,10.126631103850338,1,0.42,0,0,1,0,1,0,0,0,-1.0710839787827748
11.034228154955759,9.0,3,10.126631103850338,1,0.4,0,0,1,0,0,1,0,0,-0.9597481469191547
10.940224437486151,2.0,4,10.126631103850338,1,0.44,1,0,1,0,0,0,0,0,-1.1323698807372442
12.206072645530174,7.0,1,10.239959789157341,0,0.14,0,0,0,0,1,0,0,0,-1.1936557826917136
12.206072645530174,2.0,3,10.126631103850338,0,0.13,0,0,0,1,0,0,0,0,-1.4275634184642727
12.206072645530174,3.0,1,10.085809109330082,0,0.12,0,0,0,0,0,0,0,1,-0.7202225251239363
12.206072645530174,4.0,3,9.615805480084347,0,0.07,0,0,0,0,1,0,0,0,-0.6645546091921262
12.206072645530174,2.0,2,9.648595302907339,0,0.08,0,0,0,1,0,0,0,0,-0.9597481469191547
12.206072645530174,8.0,1,9.210340371976184,0,0.05,0,0,1,0,1,0,0,0,-0.7202225251239363
11.097410021008562,3.0,2,10.126631103850338,1,0.38,0,0,1,0,1,0,0,0,-1.0767019648054343
11.097410021008562,6.0,3,10.126631103850338,1,0.38,1,0,1,0,1,0,0,0,-1.1323698807372442
12.206072645530174,6.0,1,9.104979856318357,0,0.04,0,0,0,1,0,0,0,0,-0.9541301608964952
12.206072645530174,5.0,4,9.798127036878302,0,0.09,0,0,1,0,1,0,0,0,-0.7815084270784056
12.206072645530174,2.0,2,9.392661928770137,0,0.06,0,0,0,0,0,0,0,1,-0.9597481469191547
12.206072645530174,9.0,3,10.045421048424794,0,0.12,0,0,0,0,0,0,1,0,-0.7815084270784056
12.206072645530174,8.0,2,9.903487552536127,0,0.1,0,0,0,1,0,0,0,0,-0.8984622449646852
11.002099841204238,2.0,5,10.126631103850338,1,0.42,1,0,1,1,0,0,0,0,-1.0767019648054343
9.574983485564092,0.0,2,8.006367567650246,1,0.21,0,1,0,0,0,0,0,0,-1.0710839787827748
11.112388195098362,10.0,4,10.126631103850338,1,0.37,1,0,1,0,0,0,1,0,-0.8427943290328752
11.112447898373103,3.0,1,10.126631103850338,1,0.37,0,0,1,0,1,0,0,0,-0.8371763430102156
11.112447898373103,2.0,2,10.126631103850338,1,0.37,0,0,1,0,0,0,0,1,-0.8984622449646852
11.127262984158243,5.0,4,10.126631103850338,1,0.37,1,0,1,0,0,0,1,0,-0.8984622449646852
11.141861783579396,9.0,4,10.126631103850338,1,0.36,0,0,1,0,0,0,1,0,-0.9597481469191547
12.206072645530174,0.0,2,9.392661928770137,0,0.06,0,0,0,0,1,0,0,0,-0.7815084270784056
12.144197241812087,10.0,5,9.903487552536127,1,0.11,0,0,0,0,0,0,0,1,-0.8427943290328752
12.206072645530174,4.0,3,8.006367567650246,0,0.01,0,0,0,0,0,0,1,0,-0.6645546091921262
11.156193376541639,9.0,4,10.126631103850338,1,0.36,0,0,1,0,1,0,0,0,-0.7815084270784056
9.574983485564092,2.0,2,8.294049640102028,1,0.28,0,1,0,0,0,1,0,0,-1.1323698807372442
11.156250521031495,3.0,2,10.126631103850338,1,0.36,0,0,1,0,1,0,0,0,-0.7202225251239363
9.574983485564092,5.0,1,8.699514748210191,1,0.42,0,1,0,0,0,0,1,0,-0.8984622449646852
10.934891091510787,7.0,4,10.126631103850338,1,0.38,0,0,1,0,0,1,0,0,-0.7202225251239363
11.097410021008562,9.0,4,10.126631103850338,1,0.38,1,0,1,0,0,0,0,1,-0.9597481469191547
11.097410021008562,3.0,2,10.126631103850338,1,0.38,0,0,1,0,0,0,0,0,-0.4863148893513772
9.574983485564092,7.0,1,8.589513852995864,1,0.37,0,1,0,0,1,0,0,0,-0.9597481469191547
